popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,track_genre
34,0.0552,0.603,184253,0.876,0,1,0.229,-3.728,1,0.0336,87.052,0.901,Country
36,0.0168,0.598,215573,0.883,0,11,0.0918,-3.677,1,0.0347,120.891,0.764,Country
40,0.0324,0.574,206360,0.795,0,2,0.393,-5.561,1,0.0427,87.984,0.519,Country
34,0.356,0.567,274280,0.471,8.35E-05,11,0.125,-8.551,1,0.0236,103.994,0.333,Country
43,0.641,0.649,-1,0.506,0.0045,4,0.308,-8.581,1,0.0286,134.488,0.577,Country
62,0.00873,0.569,227413,0.946,0,9,0.0903,-0.698,0,0.0808,103.991,0.778,Country
53,0.0189,0.639,174253,0.871,0.00463,1,0.0439,-5.774,1,0.044,99.075,0.812,Country
44,0.0196,0.579,218747,0.845,0,11,0.276,-5.02,1,0.0315,104.058,0.509,Country
57,0.362,0.497,217960,0.611,0,11,0.08,-7.097,1,0.0329,130.045,0.3,Country
35,0.291,0.523,207067,0.897,0,8,0.288,-3.487,1,0.0423,154.263,0.634,Country
43,0.00376,0.601,198573,0.894,3.09E-06,6,0.0813,-4.066,1,0.041,107.984,0.587,Country
61,0.0757,0.519,231053,0.52,0,10,0.166,-4.547,1,0.03,129.862,0.281,Country
40,0.285,0.609,148320,0.569,0,1,0.0586,-6.359,1,0.0371,86.583,0.787,Country
52,0.00738,0.593,-1,0.733,0,12,0.211,-4.141,1,0.0302,132.081,0.574,Country
44,0.0898,0.733,205893,0.724,0,4,0.0805,-6.142,1,0.0254,103.032,0.878,Country
60,0.0249,0.65,200387,0.856,0,5,0.109,-4.351,1,0.0397,125.992,0.462,Country
44,0.374,0.508,202440,0.756,0,12,0.0868,-4.054,1,0.0385,169.914,0.678,Country
56,0.0248,0.598,240413,0.753,0,11,0.41,-5.605,1,0.0319,107.97,0.688,Country
51,0.258,0.609,198493,0.882,1.36E-06,7,0.315,-2.683,1,0.0526,126.041,0.857,Country
52,0.805,0.57,135507,0.259,0,11,0.112,-14.393,1,0.0332,124.863,0.485,Country
38,0.292,0.73,279827,0.465,0.000818,3,0.116,-10.954,1,0.0272,133.003,0.712,Country
50,0.13,0.598,170067,0.831,8.27E-06,7,0.112,-4.76,1,0.0595,150.104,0.814,Country
50,0.192,0.557,206107,0.703,0,8,0.127,-6.481,1,0.0619,141.097,0.352,Country
52,0.0418,0.534,180547,0.818,5.61E-06,10,0.0822,-5.295,1,0.0669,149.926,0.594,Country
35,0.562,0.796,280427,0.644,3.08E-05,11,0.243,-7.996,1,0.0575,115.968,0.724,Country
45,0.0165,0.564,261642,0.822,2.71E-06,2,0.377,-3.685,1,0.0329,149.988,0.695,Country
38,0.106,0.478,151160,0.461,4.28E-05,1,0.269,-13.99,1,0.0467,177.076,0.807,Country
43,0.39,0.569,192800,0.652,0,7,0.105,-4.984,1,0.0351,98.854,0.342,Country
63,0.00783,0.403,196592,0.617,0,4,0.148,-7.02,0,0.0337,150.064,0.204,Country
55,0.137,0.622,222187,0.519,0,7,0.0954,-7.971,1,0.0269,90.082,0.496,Country
52,0.0648,0.585,201080,0.687,0,4,0.0745,-4.473,1,0.0277,153.06,0.53,Country
38,0.052,0.694,247813,0.889,6.39E-06,9,0.0645,-5.72,1,0.0441,104.984,0.961,Country
36,0.295,0.641,211333,0.473,0,11,0.0214,-9.77,1,0.0241,85.637,0.534,Country
63,0.181,0.583,255560,0.66,0,3,0.0979,-5.078,1,0.0377,151.956,0.861,Country
51,0.0374,0.594,230000,0.665,0.00163,6,0.111,-7.214,1,0.0261,109.004,0.437,Country
38,0.0915,0.613,186200,0.76,4.40E-06,8,0.16,-6.319,1,0.0364,87.94,0.635,Country
57,0.0107,0.434,201347,0.75,0,2,0.106,-3.53,1,0.0293,159.824,0.488,Country
60,0.161,0.634,188053,0.78,0,12,0.112,-4.928,1,0.0477,101.066,0.93,Country
46,0.421,0.768,-1,0.491,0,1,0.114,-10.628,1,0.033,102.802,0.955,Country
51,0.56,0.498,190240,0.663,0,2,0.148,-5.691,1,0.0421,139.926,0.418,Country
44,0.116,0.574,-1,0.827,1.83E-05,6,0.35,-7.988,1,0.0434,156.001,0.732,Country
47,0.196,0.531,210600,0.749,0,11,0.122,-2.568,1,0.0329,134.936,0.427,Country
40,0.00315,0.683,208133,0.906,2.50E-06,1,0.109,-4.117,0,0.0373,119.973,0.54,Country
70,0.0793,0.519,172280,0.872,0,6,0.111,-3.212,1,0.0616,179.965,0.74,Country
40,0.249,0.622,212307,0.784,0,8,0.121,-4.576,1,0.0342,115.958,0.727,Country
45,0.351,0.702,235627,0.784,0,9,0.0814,-5.056,1,0.0278,117.599,0.54,Country
45,0.0822,0.64,164213,0.885,2.16E-05,4,0.119,-6.024,1,0.0716,157.944,0.97,Country
52,0.645,0.693,-1,0.459,2.53E-06,4,0.346,-9.458,1,0.0278,116.009,0.28,Country
48,0.0369,0.655,239400,0.747,1.29E-06,8,0.0449,-4.41,1,0.0333,118.054,0.613,Country
43,0.868,0.548,186027,0.206,0,11,0.119,-11.58,1,0.0252,79.34,0.287,Country
46,0.522,0.332,-1,0.522,0,5,0.106,-4.749,1,0.0369,163.697,0.171,Country
42,0.61,0.528,311360,0.456,4.62E-05,2,0.19,-5.618,1,0.0241,99.092,0.164,Country
45,0.16,0.467,359800,0.884,0.187,1,0.266,-6.547,1,0.0331,100.599,0.963,Country
46,0.0163,0.586,247253,0.938,0.00952,8,0.105,-5.835,1,0.0456,113.618,0.42,Country
44,0.383,0.674,295760,0.432,0.32,8,0.13,-10.444,0,0.0254,82.051,0.384,Country
45,0.618,0.735,-1,0.364,0.000129,8,0.102,-13.774,1,0.028,94.031,0.546,Country
37,0.687,0.598,220373,0.46,8.70E-05,8,0.107,-8.708,1,0.0227,81.159,0.364,Country
38,0.377,0.521,178133,0.88,3.29E-06,2,0.982,-7.525,1,0.0452,93.036,0.487,Country
39,0.0223,0.502,198133,0.88,0,4,0.355,-2.988,1,0.0539,156.018,0.694,Country
36,0.866,0.385,239840,0.186,0,8,0.321,-9.397,1,0.0316,91.899,0.248,Country
57,0.0791,0.431,184893,0.831,0,12,0.312,-5.108,1,0.0474,167.96,0.352,Country
50,0.011,0.672,173933,0.5,0.012,4,0.287,-18.39,1,0.0445,105.357,0.962,Country
45,0.00436,0.696,186093,0.759,2.00E-05,1,0.484,-8.642,1,0.0718,150.647,0.618,Country
49,0.314,0.548,224640,0.693,0.0189,2,0.132,-9.421,0,0.038,109.633,0.547,Country
47,0.128,0.6,196733,0.931,0,12,0.0688,-3.492,1,0.0681,96.954,0.716,Country
41,0.00823,0.635,167040,0.883,0.00207,4,0.133,-4.601,1,0.0315,133.051,0.942,Country
38,0.288,0.732,171363,0.668,0,8,0.0584,-9.634,1,0.0341,138.129,0.817,Country
42,0.379,0.656,160467,0.679,0.0296,11,0.14,-10.69,1,0.0291,108.494,0.618,Country
54,0.479,0.443,291267,0.455,1.26E-06,1,0.109,-9.283,1,0.0825,146.541,0.617,Country
37,0.209,0.669,164337,0.712,0,1,0.106,-5.701,0,0.0307,102.032,0.636,Country
68,0.083,0.503,184506,0.824,0,7,0.21,-4.039,1,0.0524,161.981,0.448,Country
55,0.0407,0.551,218333,0.649,0,5,0.347,-5.649,1,0.0304,146.009,0.326,Country
39,0.76,0.59,171027,0.587,1.06E-05,11,0.538,-7.345,1,0.0355,137.973,0.623,Country
52,0.0738,0.666,169565,0.661,0,4,0.102,-7.509,0,0.0614,92.013,0.694,Country
50,0.496,0.635,313880,0.275,0.143,9,0.109,-20.085,0,0.0394,96.737,0.323,Country
42,0.0267,0.591,212907,0.65,0,4,0.367,-6.085,1,0.0244,95.945,0.664,Country
36,0.244,0.741,183840,0.368,0.00029,3,0.119,-14.518,0,0.0511,95.967,0.543,Country
56,0.493,0.553,223307,0.508,0,4,0.0847,-5.904,1,0.069,85.707,0.524,Country
37,0.00711,0.554,220360,0.835,0,8,0.102,-5.102,1,0.0377,112.004,0.535,Country
45,0.16,0.632,168507,0.667,0.000119,10,0.123,-6.952,1,0.0359,160.09,0.768,Country
38,0.436,0.699,210067,0.783,0.000167,4,0.256,-9.49,1,0.0321,123.404,0.813,Country
37,0.0559,0.497,204000,0.818,0,4,0.13,-4.108,1,0.0416,151.852,0.475,Country
38,0.0325,0.633,214107,0.745,0.000163,1,0.339,-4.383,1,0.0273,113,0.539,Country
40,0.181,0.572,179800,0.935,0,8,0.915,-5.807,1,0.0758,142.529,0.532,Country
48,0.183,0.614,196960,0.489,9.33E-06,1,0.119,-10.277,0,0.0404,146.064,0.244,Country
42,0.312,0.458,249755,0.545,2.76E-06,9,0.119,-6.248,1,0.0285,147.939,0.177,Country
36,0.283,0.316,-1,0.565,0.00164,6,0.127,-10.627,1,0.0415,140.383,0.23,Country
42,0.24,0.654,154250,0.751,2.65E-05,8,0.375,-7.892,1,0.0296,124.025,0.744,Country
52,0.0417,0.783,-1,0.614,0,9,0.0938,-5.935,0,0.29,65.005,0.768,Country
45,0.039,0.804,214973,0.649,2.91E-05,4,0.123,-5.31,1,0.0309,109.999,0.977,Country
37,0.000345,0.536,174627,0.697,0.000572,9,0.508,-7.228,0,0.0655,135.813,0.406,Country
52,0.0155,0.52,-1,0.678,0,4,0.0451,-4.862,1,0.0482,177.127,0.397,Country
48,0.35,0.741,173600,0.683,0,9,0.0604,-5.866,0,0.0285,116.301,0.86,Country
47,0.0474,0.751,238068,0.658,0,12,0.291,-6.664,1,0.146,116.966,0.261,Country
45,0.048,0.818,218693,0.788,0,9,0.713,-5.016,0,0.135,125.008,0.459,Country
40,0.236,0.302,263240,0.695,0,12,0.2,-6.22,1,0.0414,205.576,0.517,Country
45,0.797,0.568,-1,0.602,0.000501,10,0.0863,-6.951,1,0.0322,79.985,0.391,Country
61,0.0353,0.488,165173,0.744,0,6,0.0952,-4.284,0,0.131,180.007,0.59,Country
37,0.0041,0.518,185480,0.792,0,10,0.2,-4.801,1,0.0385,148.015,0.485,Country
40,0.0924,0.525,169920,0.806,0,9,0.274,-3.438,1,0.037,143.941,0.923,Country
48,0.188,0.524,228320,0.88,3.25E-06,5,0.13,-3.786,1,0.0373,104.011,0.578,Country
44,0.00667,0.648,209080,0.693,0.000232,5,0.0663,-7.071,1,0.0332,117.035,0.268,Country
53,0.16,0.616,199840,0.836,0,11,0.0985,-4.278,1,0.0354,97.955,0.795,Country
58,0.107,0.499,188723,0.787,0,1,0.118,-4.402,0,0.0635,177.917,0.649,Country
70,0.655,0.8,262773,0.759,0,3,0.0897,-5.398,1,0.0378,129.979,0.821,Country
40,0.508,0.725,219827,0.733,0,4,0.173,-6.66,1,0.0242,100.311,0.843,Country
42,0.424,0.411,226507,0.635,0.00025,1,0.0855,-4.283,1,0.0331,201.602,0.272,Country
47,0.346,0.572,226213,0.54,0,7,0.254,-5.792,1,0.0287,145.99,0.389,Country
41,0.356,0.706,204187,0.702,0.00717,11,0.103,-6.761,1,0.0293,127.101,0.564,Country
38,0.381,0.535,266307,0.376,1.11E-05,1,0.0692,-8.411,1,0.027,129.765,0.365,Country
56,0.00429,0.209,256760,0.593,0,11,0.212,-4.292,1,0.0324,82.246,0.34,Country
43,0.00134,0.522,-1,0.877,1.31E-05,6,0.358,-4.401,1,0.0288,96.543,0.782,Country
41,0.735,0.642,160000,0.654,7.46E-06,6,0.081,-8.637,1,0.0259,94.758,0.754,Country
45,0.0233,0.755,-1,0.599,0,9,0.166,-6.282,1,0.0331,129.854,0.795,Country
54,0.115,0.721,178867,0.735,0,9,0.0499,-11.849,0,0.0284,127.575,0.961,Country
44,0.494,0.675,238293,0.522,0.000702,3,0.189,-9.688,0,0.0845,147.995,0.393,Country
37,0.219,0.553,307980,0.668,0.000476,2,0.846,-9.275,1,0.0384,139.951,0.426,Country
57,0.0572,0.362,216707,0.576,9.45E-06,4,0.107,-7.041,1,0.0337,82.079,0.568,Country
38,0.184,0.622,217556,0.634,0,7,0.106,-4.863,0,0.0296,134.942,0.362,Country
38,0.15,0.382,190619,0.742,0,1,0.173,-4.857,1,0.074,207.54,0.691,Country
36,0.646,0.561,201133,0.473,3.44E-06,9,0.298,-9.972,1,0.0263,106.994,0.444,Country
39,0.63,0.713,205915,0.386,0,8,0.151,-6.995,1,0.0291,139.968,0.52,Country
36,0.329,0.466,269907,0.696,0,12,0.0959,-6.497,1,0.287,171.684,0.649,Country
37,0.000402,0.42,179547,0.692,0,5,0.073,-5.947,0,0.0349,155.999,0.19,Country
53,0.111,0.457,211747,0.773,0,6,0.861,-5.647,1,0.194,180.061,0.752,Country
35,0.0519,0.669,248267,0.655,0,3,0.233,-5.783,0,0.0384,133.96,0.479,Country
38,0.486,0.705,207200,0.44,0,6,0.113,-4.452,1,0.0254,86.008,0.453,Country
63,0.281,0.782,240173,0.835,0,2,0.459,-4.278,0,0.283,80.014,0.527,Country
40,0.921,0.518,202427,0.223,7.94E-06,1,0.107,-12.488,1,0.0284,78.469,0.368,Country
48,0.144,0.627,166120,0.637,0,5,0.0881,-4.716,1,0.0301,84.992,0.828,Country
43,0.0668,0.619,-1,0.517,0.000102,6,0.518,-11.234,1,0.0383,82.025,0.638,Country
39,0.0086,0.51,187874,0.802,0,6,0.379,-6.381,0,0.0387,75.03,0.733,Country
49,0.00191,0.635,222493,0.835,1.83E-06,10,0.201,-4.729,1,0.0331,124.012,0.476,Country
47,0.347,0.498,-1,0.63,0,3,0.153,-5.607,1,0.0322,75.056,0.186,Country
40,0.00421,0.509,-1,0.706,1.73E-05,1,0.102,-5.309,1,0.0285,127.938,0.238,Country
70,0.263,0.505,215080,0.79,0.0884,7,0.123,-5.442,0,0.035,155.934,0.445,Country
48,0.123,0.648,167360,0.652,0.00039,1,0.117,-8.156,0,0.0811,158.048,0.464,Country
49,0.106,0.856,291800,0.651,3.55E-05,7,0.0504,-5.752,1,0.0465,113.008,0.852,Country
37,0.296,0.561,184737,0.644,0,11,0.128,-4.601,1,0.0263,139.962,0.437,Country
64,0.0471,0.607,209760,0.815,2.81E-05,8,0.111,-6.619,1,0.039,136.949,0.57,Country
58,0.48,0.67,182653,0.351,0.0176,6,0.115,-16.842,1,0.0463,101.384,0.45,Country
57,0.44,0.637,180053,0.444,5.46E-06,4,0.0954,-6.355,1,0.0417,139.775,0.319,Country
59,0.891,0.454,300187,0.207,0.0334,3,0.101,-14.445,0,0.0382,82.081,0.337,Country
48,0.34,0.54,217720,0.71,0,4,0.129,-6.071,1,0.0311,149.913,0.476,Country
42,0.62,0.669,180427,0.408,0.0174,3,0.105,-14.476,0,0.0396,101.379,0.459,Country
39,0.0641,0.445,213160,0.88,0,4,0.122,-3.217,1,0.0468,186.117,0.797,Country
36,0.647,0.597,195613,0.49,0,1,0.0829,-6.508,1,0.0316,137.764,0.592,Country
36,0.03,0.506,293613,0.991,0.107,4,0.979,-3.109,1,0.0624,113.729,0.398,Country
41,0.149,0.576,267440,0.869,3.81E-05,4,0.249,-4.156,1,0.0492,117.996,0.434,Country
61,0.193,0.538,256747,0.664,0,5,0.0918,-6.318,1,0.0392,154.033,0.366,Country
37,0.376,0.425,184750,0.293,0.0028,4,0.0922,-11.011,1,0.0286,67.999,0.176,Country
52,0.0894,0.663,164867,0.705,3.25E-06,6,0.337,-6.224,1,0.0299,120.904,0.415,Country
46,0.0239,0.578,-1,0.728,0,11,0.0868,-3.482,1,0.0334,145.38,0.38,Country
35,0.28,0.582,155960,0.849,1.38E-05,11,0.277,-3.956,1,0.0344,146.136,0.59,Country
35,0.334,0.603,209351,0.537,4.23E-06,6,0.119,-7.159,1,0.0255,144.038,0.231,Country
69,0.202,0.621,253084,0.477,0,4,0.215,-5.284,1,0.0334,81.976,0.481,Country
38,0.185,0.561,242640,0.597,0,4,0.224,-6.271,1,0.0291,77.985,0.41,Country
39,0.845,0.536,165533,0.274,8.92E-05,4,0.118,-10.758,1,0.0281,86.915,0.462,Country
48,0.688,0.63,-1,0.75,0,3,0.289,-4.514,1,0.0445,129.89,0.521,Country
39,0.764,0.698,174560,0.48,0,10,0.304,-6.162,1,0.0502,113.979,0.679,Country
47,0.0991,0.607,220373,0.546,0.000159,4,0.869,-11.228,1,0.0392,104.918,0.526,Country
58,0.0227,0.648,148440,0.779,0,10,0.0688,-5.665,1,0.0269,106.996,0.775,Country
61,0.0309,0.526,-1,0.823,0,11,0.246,-4.03,1,0.0431,144.09,0.435,Country
55,0.806,0.603,268347,0.265,1.65E-06,12,0.12,-11.627,1,0.0372,131.188,0.71,Country
42,0.419,0.493,213293,0.479,8.76E-05,6,0.152,-7.483,1,0.0286,141.584,0.39,Country
45,0.41,0.606,188093,0.438,0.000174,6,0.0974,-9.01,0,0.0252,133.986,0.291,Country
56,0.895,0.518,230272,0.411,0,6,0.0911,-7.896,1,0.0307,136.147,0.187,Country
52,0.58,0.716,221640,0.614,1.36E-05,11,0.16,-7.099,1,0.036,88.006,0.68,Country
69,0.432,0.715,203173,0.584,1.41E-06,12,0.095,-8.231,1,0.0296,90.987,0.61,Country
38,0.068,0.555,194160,0.562,0,6,0.21,-10.713,1,0.0388,192.981,0.853,Country
54,0.406,0.608,192867,0.618,0,1,0.229,-5.519,1,0.0267,81.021,0.559,Country
40,0.183,0.738,235980,0.582,0,6,0.305,-12.375,0,0.126,77.391,0.628,Country
36,0.474,0.514,142107,0.401,0,1,0.153,-9.414,1,0.0308,110.641,0.464,Country
54,0.0641,0.393,231013,0.759,0,12,0.171,-5.804,1,0.0881,191.093,0.822,Country
59,0.227,0.511,-1,0.798,6.51E-06,11,0.184,-4.314,1,0.0498,183.303,0.607,Country
38,0.0123,0.453,225782,0.733,1.70E-05,4,0.168,-6.569,1,0.0316,76.016,0.417,Country
40,0.0968,0.602,219200,0.569,0,11,0.104,-8.987,1,0.023,95.022,0.196,Country
66,0.017,0.646,233480,0.724,1.39E-06,1,0.153,-6.96,1,0.0265,115.984,0.54,Country
43,0.308,0.546,188867,0.702,0,11,0.318,-7.485,1,0.0608,134.507,0.511,Country
43,0.164,0.716,180613,0.76,0,11,0.127,-5.126,1,0.0299,100.002,0.695,Country
37,0.616,0.552,238360,0.228,0,2,0.164,-11.902,1,0.0252,79.11,0.414,Country
36,0.444,0.555,232573,0.606,0,2,0.0964,-6.63,1,0.0315,129.931,0.452,Country
47,0.267,0.51,-1,0.771,0,1,0.364,-4.822,1,0.0357,79.941,0.568,Country
40,0.357,0.602,227173,0.471,0,6,0.25,-7.204,1,0.026,129.916,0.312,Country
62,0.103,0.699,228653,0.837,0,6,0.231,-5.173,1,0.0428,95.493,0.348,Country
36,0.249,0.637,157027,0.824,0,6,0.117,-5.814,1,0.031,154.759,0.801,Country
40,0.0982,0.645,211227,0.804,1.20E-06,11,0.143,-3.78,1,0.0484,89.993,0.687,Country
47,0.0277,0.653,226267,0.638,0,10,0.318,-5.268,1,0.0238,102.961,0.421,Country
56,0.874,0.789,175333,0.25,0,11,0.125,-12.786,1,0.0413,141.076,0.87,Country
43,0.059,0.489,204387,0.864,1.22E-06,8,0.0951,-3.902,1,0.0573,161.849,0.425,Country
59,0.394,0.612,156893,0.884,1.44E-06,11,0.434,-3.92,1,0.0372,121.007,0.877,Country
59,0.459,0.614,232547,0.529,0,7,0.129,-7.43,1,0.0308,141.929,0.45,Country
40,0.0201,0.64,168493,0.779,0.00271,6,0.173,-5.117,1,0.0327,120.035,0.56,Country
39,0.81,0.478,213667,0.395,0,2,0.346,-11.674,1,0.0306,136.467,0.616,Country
36,0.04,0.446,226253,0.63,0.000125,6,0.0965,-5.774,1,0.0265,84.975,0.202,Country
70,0.4,0.634,192053,0.516,0,12,0.142,-6.05,1,0.0373,153.831,0.769,Country
45,0.175,0.557,273200,0.652,0,10,0.256,-5.4,0,0.025,89.992,0.465,Country
42,0.107,0.658,-1,0.649,3.35E-06,11,0.0757,-6.47,1,0.0252,77.004,0.692,Country
36,0.235,0.833,190252,0.855,0,8,0.354,-5.03,1,0.261,126.069,0.702,Country
45,0.0243,0.658,217187,0.909,0,6,0.352,-4.044,1,0.0388,112.361,0.706,Country
42,0.361,0.599,220199,0.363,0,3,0.112,-7.18,1,0.025,141.571,0.256,Country
39,0.47,0.596,198080,0.488,2.02E-05,5,0.09,-10.064,0,0.0317,200.825,0.821,Country
37,0.418,0.824,228885,0.35,0,6,0.194,-8.1,0,0.0374,119.96,0.269,Country
38,0.0632,0.527,203000,0.816,4.30E-05,11,0.0983,-6.658,1,0.0303,90.007,0.503,Country
50,0.546,0.773,259374,0.556,2.07E-06,2,0.0923,-8.148,1,0.0455,100.015,0.335,Country
45,0.911,0.693,303253,0.287,0,3,0.114,-12.02,0,0.0701,98.007,0.602,Country
51,0.2,0.427,240733,0.883,0,7,0.105,-1.936,1,0.102,159.91,0.724,Country
39,0.0753,0.592,247520,0.444,0.000152,11,0.148,-10.836,1,0.0237,82.405,0.351,Country
44,0.116,0.758,211888,0.601,0,5,0.259,-7.634,0,0.314,168.187,0.29,Country
49,0.523,0.379,234440,0.421,4.04E-06,4,0.0719,-7.062,1,0.0325,139.225,0.114,Country
48,0.302,0.553,197266,0.638,2.22E-06,5,0.136,-6.17,0,0.0279,82.934,0.562,Country
50,0.167,0.382,252267,0.75,0,5,0.0447,-3.251,1,0.0301,82.075,0.593,Country
35,0.104,0.567,247478,0.831,2.70E-06,11,0.357,-4.643,1,0.0317,120.063,0.52,Country
35,0.244,0.549,179493,0.793,0,11,0.12,-6.739,1,0.0307,157.828,0.919,Country
38,0.606,0.424,265240,0.459,0.000137,1,0.277,-7.879,1,0.0356,144.222,0.159,Country
35,0.0251,0.566,203107,0.892,0.00855,6,0.239,-3.68,1,0.0384,142.04,0.787,Country
43,0.405,0.801,243500,0.582,1.07E-06,10,0.153,-6.843,0,0.242,81.012,0.64,Country
63,0.272,0.544,206827,0.49,0,9,0.138,-4.627,1,0.0322,115.02,0.384,Country
39,0.272,0.577,-1,0.941,0.000224,8,0.473,-5.215,1,0.155,169.985,0.627,Country
51,0.842,0.666,123373,0.493,0,9,0.225,-9.593,1,0.0297,90.842,0.611,Country
61,0.0453,0.574,217333,0.937,0,9,0.242,-4.34,1,0.112,103.006,0.446,Country
48,0.173,0.764,-1,0.529,0.000164,11,0.0985,-7.157,1,0.0329,113.312,0.703,Country
47,0.517,0.504,225787,0.493,0.000342,2,0.0962,-7.817,1,0.0283,123.251,0.231,Country
58,0.615,0.724,196733,0.778,2.49E-06,3,0.323,-5.814,0,0.0695,112.215,0.811,Country
39,0.387,0.655,243410,0.858,0,5,0.391,-5.047,1,0.387,141.944,0.684,Country
42,0.13,0.586,199173,0.871,0,4,0.106,-6.867,1,0.0341,77.594,0.921,Country
44,0.299,0.576,231680,0.524,4.50E-06,5,0.13,-4.961,1,0.026,75.963,0.263,Country
43,0.932,0.471,166067,0.261,0,9,0.0852,-10.86,1,0.0321,100.719,0.362,Country
56,0.0755,0.604,180267,0.773,3.63E-06,10,0.11,-6.63,1,0.0368,127.901,0.563,Country
41,0.00202,0.523,231227,0.726,0.00194,4,0.136,-6.244,1,0.0311,112.002,0.282,Country
49,0.0269,0.651,163832,0.664,4.36E-06,8,0.0811,-6.667,1,0.0858,154.978,0.646,Country
54,0.0425,0.384,191027,0.887,0,10,0.117,-3.806,1,0.0653,72.816,0.676,Country
53,0.415,0.617,304733,0.289,0.0197,4,0.105,-6.739,1,0.0362,133.325,0.37,Country
48,0.186,0.513,124867,0.573,0.000958,1,0.0878,-10.023,1,0.0337,132.607,0.621,Country
45,0.563,0.611,156160,0.412,0,3,0.24,-12.513,1,0.0282,105.811,0.713,Country
41,0.484,0.563,193227,0.256,0,9,0.2,-12.766,1,0.034,132.035,0.384,Country
48,0.0899,0.738,262907,0.516,0,12,0.0666,-8.861,0,0.026,104.925,0.869,Country
41,0.147,0.599,202827,0.575,1.25E-05,11,0.105,-10.392,1,0.0378,91.531,0.615,Country
46,0.447,0.663,183720,0.387,3.18E-05,2,0.121,-9.271,1,0.03,124.671,0.681,Country
43,0.0867,0.662,218200,0.69,6.44E-06,5,0.131,-7.377,0,0.033,110.954,0.379,Country
53,0.0553,0.549,-1,0.901,9.78E-05,8,0.105,-4.748,0,0.0333,123.984,0.342,Country
48,0.00363,0.644,198625,0.817,3.34E-06,11,0.193,-6.118,1,0.0421,115.94,0.656,Country
37,0.334,0.559,285533,0.558,0.0236,11,0.33,-12.162,1,0.0308,132.488,0.792,Country
39,0.0694,0.503,288197,0.749,6.93E-05,1,0.0999,-5.224,1,0.0409,132.846,0.33,Country
52,0.0374,0.595,213787,0.715,0,8,0.374,-13.863,1,0.0384,134.498,0.722,Country
66,0.117,0.543,186080,0.837,0,3,0.0872,-6.448,1,0.0608,168.056,0.506,Country
37,0.218,0.668,166160,0.77,0,5,0.1,-5.194,1,0.0557,87.525,0.538,Country
36,0.461,0.435,220347,0.821,1.50E-06,3,0.342,-3.55,1,0.0539,147.645,0.377,Country
45,0.325,0.59,225227,0.38,0,2,0.075,-8.149,1,0.0298,74.011,0.384,Country
56,0.113,0.496,230280,0.786,0,9,0.317,-3.971,1,0.0364,78.008,0.403,Country
40,0.0308,0.824,201947,0.718,0,8,0.108,-5.24,0,0.0322,116.971,0.718,Country
47,0.287,0.493,224187,0.65,2.11E-06,4,0.135,-6.943,1,0.032,149.839,0.389,Country
44,0.63,0.569,225627,0.36,8.92E-06,6,0.144,-10.558,1,0.0279,60.491,0.196,Country
43,0.0328,0.499,224467,0.839,3.46E-06,5,0.0378,-5.281,1,0.0549,138.087,0.592,Country
43,0.0799,0.656,216014,0.703,0,4,0.672,-9.465,1,0.0542,139.982,0.659,Country
36,0.328,0.543,249493,0.653,0,11,0.0741,-6.648,1,0.0264,144.017,0.668,Country
58,0.722,0.327,308373,0.501,0.00245,1,0.113,-8.885,1,0.0434,115.199,0.377,Country
47,0.451,0.478,257842,0.467,3.96E-05,8,0.14,-7.414,0,0.0316,132.572,0.217,Country
50,0.0138,0.596,168053,0.869,0.000616,1,0.072,-6.526,1,0.0302,134.011,0.924,Country
58,0.00881,0.482,254653,0.654,0.000164,2,0.111,-5.268,1,0.0265,146.192,0.353,Country
61,0.492,0.657,180600,0.625,0,8,0.155,-8.097,1,0.0527,73.999,0.504,Country
37,0.475,0.583,207303,0.317,0.000773,4,0.109,-10.231,1,0.0372,111.514,0.358,Country
40,0.0127,0.686,-1,0.806,1.19E-05,4,0.346,-5.463,1,0.0307,104.96,0.809,Country
42,0.407,0.403,298733,0.412,0.365,1,0.107,-10.706,1,0.0295,135.978,0.307,Country
37,0.0182,0.622,194267,0.662,0,6,0.19,-6.372,1,0.101,80.016,0.544,Country
35,0.636,0.528,296707,0.473,0,1,0.317,-7.57,1,0.0263,132.035,0.393,Country
62,0.0356,0.505,-1,0.903,0,5,0.127,-3.699,1,0.037,88.986,0.491,Country
48,0.94,0.686,288000,0.143,7.65E-05,4,0.0792,-14.701,1,0.042,101.651,0.351,Country
78,0.00898,0.612,188253,0.799,0,2,0.172,-4.603,1,0.0275,125.976,0.687,Country
44,0.127,0.465,183853,0.873,1.33E-05,9,0.236,-4.22,1,0.0432,160.083,0.676,Country
46,0.0594,0.551,-1,0.794,2.01E-05,4,0.231,-5.995,1,0.0341,165.813,0.587,Country
38,0.0332,0.546,229107,0.722,3.23E-05,2,0.0681,-4.605,0,0.0252,94.488,0.714,Country
41,0.106,0.55,-1,0.832,0,5,0.102,-5.089,1,0.0355,102.012,0.469,Country
43,0.0563,0.535,218893,0.885,0.000205,8,0.315,-4.892,1,0.0304,149.99,0.878,Country
58,0.218,0.627,177987,0.697,0,12,0.0733,-6.61,1,0.0266,154.086,0.933,Country
41,0.318,0.62,143333,0.669,6.48E-05,1,0.202,-5.281,1,0.0303,146.493,0.926,Country
