popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,track_genre
25,0.994,0.135,216760,0.0438,0.959,6,0.0735,-30.374,1,0.0545,75.959,0.0419,Anime
27,0.000143,0.458,196787,0.949,0,5,0.357,-2.425,0,0.138,74.805,0.554,Anime
21,0.00546,0.542,216467,0.923,1.07E-05,5,0.259,-1.773,0,0.0339,138.998,0.675,Anime
24,0.00171,0.536,214467,0.962,0,6,0.335,-2.783,1,0.151,109.993,0.525,Anime
22,0.00036,0.635,264973,0.849,6.16E-05,1,0.0169,-3.659,1,0.0278,128.058,0.734,Anime
36,0.0605,0.377,219893,0.964,7.68E-06,10,0.0957,-2.79,1,0.18,184.03,0.547,Anime
27,0.95,0.147,201467,0.149,0.0401,9,0.116,-15.086,0,0.0456,76.354,0.0955,Anime
19,0.0503,0.575,305627,0.989,0.00573,3,0.107,-1.49,0,0.119,123.937,0.856,Anime
27,0.426,0.604,150267,0.461,0,6,0.0856,-9.288,1,0.0289,87.561,0.359,Anime
20,0.00324,0.619,251000,0.932,0,4,0.657,-3.157,1,0.0574,127.94,0.696,Anime
15,0.0744,0.635,254147,0.997,0.181,2,0.615,-1.556,0,0.0962,115.72,0.295,Anime
16,0.61,0.479,35640,0.634,0.977,9,0.256,-11.774,0,0.0961,89.949,0.53,Anime
34,0.853,0.809,118573,0.546,0.74,3,0.103,-13.949,0,0.0605,110.018,0.223,Anime
26,3.19E-05,0.297,218240,0.954,5.52E-05,9,0.404,0.222,0,0.0798,94.43,0.438,Anime
32,0.956,0.374,231107,0.101,0.885,9,0.0825,-23.748,0,0.0559,103.259,0.0713,Anime
21,0.786,0.323,237547,0.521,0,6,0.307,-6.054,1,0.0278,86.973,0.286,Anime
27,0.957,0.427,58413,0.00154,0.00374,11,0.113,-29.032,1,0.0706,113.61,0.152,Anime
41,0.204,0.603,202347,0.746,1.51E-05,8,0.349,-5.842,0,0.042,127.994,0.366,Anime
49,0.199,0.768,297507,0.413,1.83E-05,11,0.123,-10.017,1,0.0262,104.001,0.459,Anime
14,0.432,0.608,266480,0.409,0,3,0.0687,-7.606,0,0.0342,147.848,0.222,Anime
35,0.0571,0.527,172040,0.658,0.959,1,0.25,-6.904,0,0.0297,110.021,0.456,Anime
21,0.986,0.579,213100,0.0514,0.938,5,0.11,-25.305,0,0.0638,78.897,0.0621,Anime
23,0.021,0.587,271133,0.98,0.00963,6,0.119,-1.502,0,0.067,150.015,0.746,Anime
36,0.0507,0.412,266347,0.715,3.03E-06,1,0.127,-5.644,1,0.0407,187.863,0.433,Anime
30,0.102,0.5,122227,0.367,0.944,11,0.083,-17.977,1,0.0285,90.053,0.175,Anime
38,0.001,0.452,235067,0.793,0,10,0.0315,-2.191,1,0.0925,189.919,0.925,Anime
24,0.0265,0.632,271213,0.853,0,7,0.32,-5.675,1,0.0526,107.866,0.862,Anime
15,0.000148,0.429,199053,0.931,0.00791,8,0.37,-3.959,1,0.0524,85.122,0.567,Anime
35,0.576,0.216,121573,0.302,0.00395,2,0.112,-10.952,1,0.0339,60.52,0.0385,Anime
32,0.681,0.466,235191,0.519,0,10,0.132,-4.722,1,0.0272,73.994,0.371,Anime
12,0.905,0.232,78827,0.135,0.000534,8,0.224,-16.555,0,0.0449,109.526,0.639,Anime
31,0.85,0.319,190133,0.39,0.338,9,0.101,-11.548,0,0.0317,169.998,0.322,Anime
21,0.317,0.475,256285,0.928,0,10,0.205,-3.201,1,0.0509,181.005,0.817,Anime
49,0.642,0.504,178213,0.38,0.857,10,0.0697,-11.826,0,0.037,123.911,0.0535,Anime
43,0.00266,0.335,260240,0.97,0,8,0.576,-3.914,1,0.168,93.43,0.462,Anime
32,0.854,0.735,108347,0.203,0.00164,1,0.105,-13.237,0,0.0539,113.913,0.479,Anime
23,0.0946,0.519,-1,0.824,1.47E-05,5,0.891,-6.673,1,0.0637,129.816,0.336,Anime
34,0.313,0.489,281054,0.827,0,12,0.0955,-3.148,1,0.0338,142.956,0.58,Anime
25,0.117,0.639,359598,0.815,0,10,0.532,-4.021,1,0.0311,121.95,0.545,Anime
23,0.000141,0.294,365453,0.761,0.0419,12,0.0888,-5.829,1,0.0469,180.096,0.155,Anime
26,0.291,0.449,267707,0.515,0,10,0.278,-5.835,0,0.0264,170.104,0.338,Anime
20,0.823,0.545,123493,0.285,0.32,11,0.102,-16.449,1,0.0384,69.996,0.431,Anime
22,0.905,0.0798,354160,0.064,0.901,11,0.0614,-23.771,1,0.0403,81.297,0.0393,Anime
32,0.974,0.343,169013,0.0617,0.572,12,0.104,-16.953,1,0.0436,116.141,0.173,Anime
24,0.00176,0.589,265787,0.943,0.251,1,0.0607,-5.18,1,0.0348,100.396,0.618,Anime
9,0.99,0.337,118693,0.00568,0.0221,10,0.111,-28.057,1,0.0435,111.502,0.443,Anime
40,0.0785,0.596,286333,0.822,0,12,0.343,-4.085,1,0.029,109.96,0.603,Anime
16,0.00207,0.586,228107,0.959,0,10,0.124,-2.772,1,0.0718,132.005,0.661,Anime
24,0.988,0.249,123570,0.143,0.946,9,0.0961,-22.139,0,0.0429,65.389,0.0382,Anime
22,0.232,0.708,268286,0.651,0,12,0.161,-6.517,1,0.0504,133.997,0.541,Anime
18,0.182,0.64,378800,0.568,5.94E-05,5,0.0763,-6.11,1,0.0277,124.049,0.164,Anime
21,0.398,0.664,241987,0.676,0,11,0.198,-5.61,1,0.0449,104.043,0.536,Anime
19,0.99,0.316,165173,0.00447,0.876,4,0.0738,-29.326,1,0.0384,66.915,0.213,Anime
16,0.109,0.545,312160,0.662,0,9,0.314,-4.778,1,0.0288,82.013,0.422,Anime
32,0.000764,0.53,257533,0.973,0,8,0.0677,-4.5,0,0.144,140.992,0.342,Anime
39,0.0142,0.545,-1,0.819,5.55E-05,8,0.306,-4.514,0,0.0371,82.973,0.478,Anime
18,0.369,0.139,147187,0.563,0.728,9,0.379,-8.072,0,0.0377,76.35,0.163,Anime
27,0.000405,0.349,280600,0.852,0.0365,1,0.105,-3.988,1,0.0511,170.069,0.56,Anime
24,0.145,0.587,196013,0.86,0.00218,3,0.299,-6.879,0,0.034,89.975,0.808,Anime
21,0.801,0.593,280240,0.417,0.305,2,0.0985,-12.325,1,0.0281,101.025,0.382,Anime
17,0.665,0.841,279640,0.457,0,12,0.173,-6.926,1,0.0367,120.012,0.327,Anime
27,0.957,0.451,247667,0.228,0,5,0.111,-14.304,1,0.0451,143.376,0.289,Anime
14,0.0629,0.558,188727,0.544,0,10,0.164,-0.627,1,0.0341,73.357,0.654,Anime
22,0.195,0.569,371267,0.477,0.897,4,0.282,-9.828,0,0.0627,173.958,0.39,Anime
34,0.047,0.504,193680,0.944,0.0166,10,0.104,-1.199,1,0.124,180.051,0.795,Anime
25,0.477,0.332,240253,0.57,0.928,9,0.0969,-9.249,0,0.0356,85.916,0.168,Anime
31,0.125,0.557,295107,0.873,0.000168,11,0.144,-2.778,1,0.0307,131.971,0.29,Anime
17,3.46E-05,0.359,91693,0.902,0.863,8,0.271,-9.038,0,0.0438,161.862,0.727,Anime
21,0.00078,0.596,134453,0.885,0.888,5,0.0422,-5.95,1,0.052,95.457,0.682,Anime
24,0.813,0.615,272541,0.378,0,5,0.145,-9.086,1,0.0292,169.842,0.713,Anime
42,0.116,0.645,326213,0.707,3.28E-06,5,0.584,-6.603,0,0.29,129.963,0.733,Anime
15,0.996,0.495,-1,0.0993,0.949,11,0.0847,-19.834,1,0.0322,79.988,0.142,Anime
32,0.0679,0.175,190693,0.249,0.664,6,0.135,-10.615,1,0.0317,76.478,0.0392,Anime
21,0.401,0.428,162333,0.248,0.948,12,0.187,-11.371,1,0.0343,119.976,0.235,Anime
41,0.0258,0.715,245080,0.948,0.000184,3,0.0544,-2.817,0,0.0595,96.988,0.858,Anime
43,0.000102,0.504,260352,0.92,0,4,0.435,-4.336,1,0.0369,148.108,0.508,Anime
29,0.904,0.127,237607,0.282,0.948,3,0.111,-17.587,0,0.0469,86.331,0.0779,Anime
42,0.00126,0.406,253613,0.919,0,6,0.183,-3.569,0,0.102,175.935,0.511,Anime
16,0.973,0.279,-1,0.162,0.903,12,0.116,-16.15,1,0.0357,62.053,0.0588,Anime
23,0.00614,0.39,257413,0.914,0.00353,8,0.392,-1.822,0,0.132,176.058,0.223,Anime
43,2.46E-05,0.407,292840,0.926,8.34E-05,9,0.298,-3.879,0,0.0536,103.976,0.444,Anime
13,0.996,0.562,170493,0.0232,0.959,8,0.0757,-25.984,0,0.0687,86.646,0.132,Anime
29,0.671,0.557,296187,0.475,0,9,0.117,-6.04,1,0.0251,93.01,0.284,Anime
31,0.000116,0.506,131267,0.983,0.704,8,0.431,-2.195,1,0.127,96.094,0.654,Anime
17,0.0297,0.246,-1,0.617,0.000228,5,0.0737,-11.589,0,0.047,104.946,0.282,Anime
40,0.669,0.38,270080,0.311,0,11,0.0991,-6.157,0,0.0352,138.256,0.275,Anime
50,0.0541,0.325,148920,0.936,0,7,0.0312,-4.539,0,0.193,143.035,0.492,Anime
21,0.614,0.133,85800,0.309,0.914,1,0.0645,-16.728,0,0.0427,99.247,0.155,Anime
53,0.0353,0.458,218493,0.877,0,5,0.106,-4.229,1,0.0503,136.034,0.386,Anime
13,0.596,0.463,396960,0.491,0.458,4,0.0916,-11.65,0,0.0338,163.85,0.318,Anime
30,0.864,0.248,252640,0.514,1.38E-05,4,0.0776,-5.845,0,0.0459,74.197,0.394,Anime
15,0.786,0.648,292493,0.634,0,4,0.333,-4.312,1,0.0295,112.497,0.735,Anime
34,0.0401,0.341,-1,0.984,0,7,0.231,-2.555,1,0.212,94.733,0.235,Anime
23,0.992,0.59,188072,0.152,0.947,1,0.0955,-19.628,1,0.0523,77.144,0.319,Anime
18,0.0146,0.581,224027,0.611,0,10,0.305,-6.372,1,0.0531,206.155,0.9,Anime
30,0.00216,0.467,329853,0.888,0,9,0.319,-4.454,1,0.0971,94.945,0.312,Anime
17,0.000312,0.484,224098,0.983,0.156,5,0.226,-2.85,1,0.0984,95.023,0.542,Anime
11,0.291,0.613,70600,0.528,0.924,6,0.089,-8.887,0,0.0441,139.345,0.84,Anime
11,1.66E-05,0.317,139573,0.927,0.233,8,0.0735,-5.733,0,0.077,185.009,0.363,Anime
19,0.239,0.502,423013,0.57,5.21E-05,8,0.125,-7.266,0,0.0258,79.984,0.259,Anime
25,0.0305,0.589,219000,0.943,0.000109,3,0.0565,-3.593,0,0.0483,127.005,0.929,Anime
21,0.49,0.608,319307,0.808,7.77E-05,11,0.316,-2.78,1,0.0372,83.944,0.913,Anime
21,0.886,0.495,322760,0.345,0,8,0.367,-8.356,0,0.0262,105.06,0.286,Anime
25,1.00E-05,0.331,386733,0.848,0.00442,10,0.742,-6.14,0,0.049,106.017,0.269,Anime
15,0.0503,0.446,303067,0.772,0.000274,5,0.0982,-2.698,0,0.0304,152.06,0.469,Anime
17,0.0391,0.595,224053,0.902,0,4,0.104,-3.656,1,0.0785,180.003,0.958,Anime
25,0.0335,0.474,261667,0.843,5.14E-06,10,0.159,-4.511,0,0.0552,176.095,0.919,Anime
13,0.0239,0.535,121760,0.647,0.735,4,0.0908,-8.537,0,0.0322,139.391,0.737,Anime
15,0.577,0.612,148413,0.493,0.811,3,0.216,-10.304,0,0.0264,95.035,0.587,Anime
40,0.122,0.747,270000,0.832,0,12,0.0796,-5.747,1,0.0318,109.991,0.82,Anime
33,0.0402,0.449,245400,0.704,0,5,0.269,-5.249,1,0.0291,168.019,0.67,Anime
25,0.995,0.312,42000,0.0755,3.25E-06,1,0.0523,-16.851,1,0.0518,81.631,0.169,Anime
15,0.983,0.641,306364,0.0739,0.874,1,0.0837,-19.531,0,0.0335,132.083,0.28,Anime
14,0.00323,0.585,-1,0.917,0,5,0.223,-4.679,0,0.0608,125,0.558,Anime
44,0.0235,0.765,319520,0.932,2.53E-06,11,0.119,-2.578,0,0.048,129.983,0.827,Anime
21,0.32,0.663,253693,0.88,0,4,0.188,-3.471,1,0.0344,132.029,0.735,Anime
15,0.306,0.514,243074,0.696,0.00108,4,0.298,-7.933,1,0.037,128.055,0.333,Anime
47,0.000826,0.495,240497,0.837,0,10,0.0461,-2.703,0,0.0467,176.096,0.82,Anime
14,0.0166,0.654,325467,0.941,8.66E-06,3,0.12,-3.195,0,0.0733,103.991,0.684,Anime
27,0.717,0.63,340213,0.456,0,8,0.341,-6.995,1,0.0279,126.082,0.219,Anime
20,0.218,0.624,-1,0.801,0,2,0.167,-4.666,0,0.0829,105.044,0.765,Anime
25,0.0307,0.455,234813,0.965,0,8,0.357,-2.475,0,0.107,172.963,0.688,Anime
18,0.52,0.547,311013,0.395,0,10,0.155,-5.457,1,0.0255,135.854,0.297,Anime
14,0.00629,0.668,224973,0.661,0,3,0.113,-6.378,1,0.0434,124.989,0.583,Anime
15,0.757,0.309,245173,0.509,0,12,0.134,-7.107,0,0.0564,81.125,0.114,Anime
15,0.149,0.422,222227,0.758,0,12,0.242,-5.024,1,0.0592,124.059,0.783,Anime
20,0.0116,0.551,198029,0.937,1.27E-06,6,0.374,-7.248,1,0.0673,103.951,0.627,Anime
30,0.00129,0.424,246600,0.945,0.132,6,0.391,-4.478,1,0.31,100.092,0.273,Anime
34,0.0161,0.391,135427,0.56,0.887,4,0.0918,-6.868,0,0.0304,120.463,0.321,Anime
21,0.776,0.516,209507,0.358,0.114,6,0.102,-8.865,0,0.053,152.891,0.671,Anime
30,0.887,0.466,249827,0.233,0,2,0.152,-9.075,1,0.0311,139.982,0.337,Anime
33,0.00577,0.39,198280,0.884,0,1,0.295,-4.52,0,0.0441,164.103,0.61,Anime
16,0.00119,0.472,238867,0.979,1.50E-05,10,0.0838,-2.096,0,0.399,199.986,0.495,Anime
35,0.000407,0.394,128627,0.833,0.818,11,0.104,-8.174,0,0.0632,139.995,0.301,Anime
24,1.09E-05,0.5,172853,0.918,0.699,4,0.274,-5.58,1,0.0425,130.068,0.172,Anime
31,0.000187,0.205,242960,0.778,0.000156,11,0.18,-3.24,1,0.0604,153.015,0.322,Anime
15,0.00194,0.551,-1,0.92,0.0849,12,0.286,-5.692,1,0.0687,130.002,0.468,Anime
39,0.00913,0.293,232667,0.849,0,8,0.0801,-2.079,1,0.038,179.888,0.679,Anime
35,0.18,0.553,258773,0.585,2.17E-06,7,0.144,-6.15,1,0.03,135.824,0.371,Anime
22,0.157,0.197,101653,0.0838,0.79,6,0.237,-24.001,0,0.041,127.441,0.0359,Anime
40,0.888,0.37,195360,0.471,0.003,2,0.103,-10.544,1,0.0371,146.322,0.373,Anime
17,0.96,0.503,213520,0.257,0.000541,8,0.0835,-11.266,0,0.0347,139.934,0.429,Anime
16,0.111,0.537,281480,0.951,0,6,0.178,-3.949,1,0.0993,133.038,0.628,Anime
13,0.043,0.608,291320,0.785,1.48E-06,9,0.148,-6.47,1,0.102,127.927,0.503,Anime
13,0.0413,0.577,-1,0.799,0,9,0.304,-2.619,1,0.0436,102.007,0.61,Anime
29,0.881,0.142,-1,0.234,0.907,2,0.111,-18.75,0,0.0353,76.609,0.12,Anime
35,0.000137,0.499,211867,0.973,1.63E-05,10,0.27,-2.848,1,0.0676,102.539,0.565,Anime
23,0.113,0.65,221680,0.923,4.07E-06,11,0.117,-1.272,1,0.078,160.064,0.845,Anime
28,0.317,0.656,283467,0.659,0,11,0.116,-3.925,1,0.0304,122.013,0.702,Anime
42,0.903,0.167,406400,0.111,0.889,4,0.65,-24.573,1,0.0445,71.516,0.0392,Anime
27,0.000218,0.406,320920,0.976,0.0423,6,0.158,-4.852,1,0.0595,143.133,0.328,Anime
18,0.577,0.484,-1,0.576,0.782,6,0.139,-15.541,0,0.0512,117.821,0.0613,Anime
55,0.78,0.619,207360,0.534,0,5,0.331,-5.974,1,0.0344,96.986,0.792,Anime
23,0.902,0.294,117733,0.196,0.84,4,0.0968,-21.903,1,0.0355,96.639,0.203,Anime
21,0.111,0.442,-1,0.901,0,9,0.125,-3.034,1,0.0796,87.46,0.477,Anime
20,0.516,0.35,98744,0.305,0.9,3,0.108,-14.217,0,0.0361,134.706,0.331,Anime
17,2.98E-06,0.385,245040,0.99,0.788,8,0.13,-4.036,0,0.118,140.003,0.278,Anime
27,0.909,0.139,196200,0.155,0.353,4,0.162,-14.586,0,0.0416,82.274,0.0393,Anime
28,0.994,0.27,209600,0.0171,0.921,8,0.145,-31.429,1,0.041,70.931,0.147,Anime
14,5.89E-05,0.414,-1,0.972,0.915,8,0.312,-4.037,1,0.0937,170.099,0.759,Anime
33,0.173,0.552,233280,0.916,0.000639,4,0.263,-2.519,0,0.0484,95.99,0.811,Anime
32,0.131,0.538,323740,0.944,0,7,0.381,-3.145,0,0.178,142.039,0.493,Anime
13,0.967,0.354,105867,0.256,0.0615,2,0.11,-12.42,0,0.0438,143.447,0.459,Anime
19,0.000428,0.519,258440,0.947,0.00707,1,0.12,-3.554,1,0.0925,158.094,0.643,Anime
14,0.563,0.38,354387,0.794,0,11,0.12,-6.244,1,0.0529,159.506,0.221,Anime
20,0.132,0.579,316067,0.831,0.397,6,0.126,-6.563,1,0.0452,125.001,0.669,Anime
11,0.963,0.376,-1,0.165,0.837,6,0.167,-17.453,1,0.0688,84.211,0.223,Anime
14,0.754,0.257,115133,0.293,0.913,2,0.0689,-14.88,0,0.0385,179.973,0.0305,Anime
15,0.995,0.259,111333,0.0196,0.868,4,0.106,-25.716,1,0.0494,81.975,0.221,Anime
44,0.0769,0.404,271383,0.834,0,10,0.102,-3.877,1,0.0389,89.857,0.352,Anime
32,0.0165,0.506,319387,0.953,0,11,0.138,-2.148,1,0.0594,97.486,0.414,Anime
23,0.602,0.743,180870,0.511,0.00153,11,0.0611,-8.976,0,0.0342,138.044,0.516,Anime
30,0.0725,0.429,190610,0.704,3.17E-05,6,0.125,-6.803,1,0.0373,82.025,0.554,Anime
14,0.119,0.63,240413,0.809,0.000267,7,0.356,-3.611,1,0.035,123.957,0.378,Anime
15,0.000727,0.563,279053,0.787,0,5,0.178,-4.515,1,0.0337,124.996,0.553,Anime
24,0.478,0.398,-1,0.288,0,10,0.357,-9.14,1,0.0276,68.764,0.259,Anime
30,0.0239,0.517,233875,0.848,0,2,0.237,-2.971,1,0.0992,144.938,0.577,Anime
38,0.505,0.159,151400,0.197,0.94,1,0.127,-15.228,0,0.0312,85.869,0.125,Anime
38,0.539,0.576,156200,0.456,0.959,9,0.108,-11.746,1,0.0258,139.994,0.316,Anime
35,0.0933,0.582,253307,0.991,0.000503,6,0.368,-1.119,1,0.27,141.009,0.433,Anime
30,0.000185,0.356,-1,0.925,0.652,5,0.209,-4.466,0,0.0361,179.898,0.452,Anime
19,0.00372,0.32,240813,0.769,0,9,0.139,-4.44,1,0.0771,80.445,0.73,Anime
21,0.129,0.386,212500,0.555,0.0341,8,0.696,-10.359,0,0.0813,79.882,0.471,Anime
26,0.217,0.553,228560,0.614,0,10,0.274,-5.281,0,0.0325,126.954,0.501,Anime
34,0.00123,0.255,241080,0.954,0.92,9,0.111,-3.554,1,0.229,179.968,0.406,Anime
22,2.60E-05,0.497,295387,0.935,0.877,4,0.0829,-3.53,1,0.0466,111.997,0.338,Anime
28,0.00148,0.485,-1,0.887,8.40E-06,6,0.089,-3.468,1,0.0637,139.118,0.591,Anime
32,0.114,0.626,262120,0.882,0.000191,7,0.144,-4.051,0,0.0361,109.004,0.361,Anime
31,0.752,0.551,347093,0.366,7.41E-05,8,0.102,-6.94,1,0.0251,139.944,0.141,Anime
43,0.0105,0.307,-1,0.904,4.94E-06,6,0.125,-2.676,0,0.0775,111.36,0.276,Anime
14,0.188,0.686,274373,0.807,0,3,0.776,-4.475,0,0.0475,115.962,0.462,Anime
21,0.994,0.444,206640,0.0208,0.826,1,0.0845,-29.079,0,0.0719,164.066,0.0645,Anime
30,0.949,0.517,153280,0.241,0.86,11,0.168,-16.134,1,0.0314,159.991,0.139,Anime
14,0.881,0.736,74933,0.475,0.948,11,0.164,-13.639,1,0.0806,140.351,0.974,Anime
29,0.17,0.523,255840,0.909,0,9,0.165,-1.972,1,0.0681,149.979,0.47,Anime
12,0.156,0.269,150453,0.261,0.934,3,0.201,-12.435,1,0.0368,59.962,0.292,Anime
26,0.437,0.696,293707,0.696,2.36E-06,3,0.101,-6.332,1,0.0312,128.033,0.958,Anime
44,0.00365,0.538,236693,0.811,0,11,0.367,-4.445,1,0.118,92.522,0.585,Anime
26,0.755,0.462,109467,0.319,0.652,4,0.0999,-14.789,1,0.034,79.851,0.135,Anime
21,0.000507,0.417,203227,0.933,1.98E-05,10,0.0761,-3.551,0,0.0568,94.038,0.229,Anime
21,0.261,0.42,375920,0.613,0.0001,10,0.166,-3.066,0,0.0316,75.003,0.44,Anime
29,0.0134,0.49,232887,0.949,2.37E-05,3,0.242,-4.541,0,0.374,173.95,0.418,Anime
15,0.0729,0.472,256773,0.613,0.000754,4,0.0427,-6.332,1,0.133,185.409,0.533,Anime
17,0.0203,0.354,204319,0.512,0.794,9,0.586,-12.418,0,0.0288,180.023,0.679,Anime
34,0.00942,0.55,313213,0.78,0,7,0.0841,-2.387,1,0.0261,103.584,0.824,Anime
11,0.866,0.244,221612,0.235,0.614,6,0.36,-25.361,1,0.069,97.947,0.0379,Anime
28,0.000173,0.482,145600,0.892,0.877,11,0.112,-6.98,0,0.0991,140.028,0.378,Anime
40,0.874,0.155,286000,0.275,0.00654,3,0.146,-14.345,0,0.0345,82.484,0.0448,Anime
12,0.188,0.296,32733,0.13,0.73,4,0.112,-24.899,1,0.0427,144.53,0.0376,Anime
13,0.991,0.401,114133,0.00438,0.895,7,0.0848,-38.833,1,0.0774,79.076,0.203,Anime
14,0.0102,0.496,115320,0.805,0.634,1,0.0603,-9.398,0,0.121,150.933,0.538,Anime
44,0.000945,0.426,256653,0.923,1.23E-05,2,0.0459,-3.747,0,0.143,148.939,0.452,Anime
22,0.177,0.427,95973,0.562,0.928,8,0.237,-12.057,0,0.0383,124.044,0.159,Anime
20,0.0334,0.528,-1,0.771,0,5,0.348,-5.714,1,0.0398,129.983,0.503,Anime
19,0.00678,0.592,238413,0.915,2.75E-05,3,0.0894,-6.193,0,0.0424,95.963,0.445,Anime
38,0.434,0.638,92227,0.576,0.0344,11,0.128,-7.185,1,0.0357,177.07,0.907,Anime
23,0.000156,0.483,204760,0.966,0.397,2,0.351,-4.114,0,0.0655,98,0.47,Anime
18,0.823,0.278,378133,0.323,0.00033,11,0.326,-6.749,0,0.0305,139.598,0.117,Anime
39,0.00482,0.576,321813,0.803,0.818,8,0.105,-8.209,0,0.0458,92.987,0.244,Anime
14,0.99,0.497,200920,0.129,0.916,12,0.1,-16.893,1,0.0515,132.654,0.111,Anime
28,0.928,0.188,253333,0.193,0.916,1,0.0924,-23.183,0,0.0486,87.95,0.0316,Anime
23,0.0467,0.31,342120,0.748,1.09E-06,4,0.0973,-5.798,1,0.0622,159.955,0.133,Anime
25,0.000119,0.258,253600,0.85,0,6,0.353,-2.445,1,0.0388,87.265,0.353,Anime
27,0.055,0.726,215373,0.89,0.000175,6,0.0813,-2.371,1,0.0345,135.041,0.918,Anime
16,0.991,0.438,267328,0.0363,0.904,1,0.104,-30.302,0,0.0804,66.871,0.0392,Anime
24,0.00422,0.44,220013,0.94,0,2,0.293,-3.334,0,0.111,199.89,0.705,Anime
18,0.564,0.762,72640,0.495,0.68,3,0.113,-10.597,0,0.0569,145.911,0.602,Anime
27,0.0649,0.459,302560,0.925,1.40E-06,12,0.0894,-3.145,1,0.0966,136.872,0.224,Anime
25,0.00103,0.5,264933,0.791,1.81E-05,8,0.47,-2.871,1,0.0332,137.035,0.65,Anime
25,0.344,0.465,233987,0.857,0,9,0.374,-3.783,1,0.0695,168.897,0.827,Anime
29,0.163,0.366,307867,0.929,0,6,0.326,-3.366,0,0.0964,155.099,0.394,Anime
27,0.851,0.702,344880,0.53,0.86,3,0.267,-15.566,0,0.0315,120.021,0.332,Anime
15,0.231,0.436,92933,0.763,0,4,0.242,-4.984,0,0.0431,125.046,0.933,Anime
15,0.109,0.112,266360,0.252,0.818,1,0.231,-16.978,0,0.0405,84.442,0.0367,Anime
26,0.252,0.374,277133,0.893,0.000302,5,0.173,-3.817,1,0.0542,168.017,0.405,Anime
24,7.01E-06,0.419,211400,0.784,0.936,6,0.308,-10.469,0,0.0344,164.758,0.71,Anime
19,3.15E-05,0.545,99698,0.875,4.19E-06,2,0.0701,-3.74,1,0.0493,135.081,0.688,Anime
28,0.931,0.321,128013,0.328,0.908,6,0.0743,-14.012,1,0.0285,91.361,0.257,Anime
26,0.00246,0.399,241640,0.996,0.000328,6,0.595,-2.781,0,0.0834,154.024,0.399,Anime
30,0.0531,0.564,-1,0.803,0,11,0.138,-3.138,1,0.0463,116.026,0.757,Anime
16,0.00157,0.375,197733,0.953,0,4,0.0603,-3.011,1,0.077,176.032,0.678,Anime
21,0.00136,0.52,213070,0.894,0.000248,2,0.324,-5.082,0,0.0501,117.6,0.563,Anime
26,0.101,0.231,149760,0.667,0.68,2,0.201,-9.237,0,0.0584,91.695,0.239,Anime
18,0.974,0.572,-1,0.148,0.871,1,0.136,-23.353,0,0.0568,63.17,0.631,Anime
8,0.0825,0.262,42680,0.347,0.611,4,0.136,-9.545,0,0.0284,95.547,0.308,Anime
27,0.00291,0.411,181560,0.957,0.000187,4,0.0647,-4.138,1,0.296,180.134,0.402,Anime
13,0.472,0.204,209600,0.518,0.636,5,0.254,-8.679,1,0.0378,84.42,0.174,Anime
23,0.194,0.547,298427,0.715,3.64E-05,12,0.0694,-3.576,1,0.0293,100.009,0.197,Anime
18,0.307,0.184,395932,0.273,0.686,8,0.0797,-16.517,1,0.0689,76.363,0.0368,Anime
20,0.00608,0.239,120880,0.749,0.721,8,0.328,-6.51,0,0.0529,59.951,0.269,Anime
17,0.00039,0.428,299773,0.834,0,1,0.122,-4.109,0,0.0453,151.812,0.551,Anime
18,0.393,0.464,325493,0.537,0.00595,9,0.0847,-9.663,1,0.0602,79.965,0.125,Anime
25,0.00268,0.472,183385,0.936,0.113,5,0.145,-3.314,0,0.0794,180.062,0.442,Anime
30,0.903,0.144,267493,0.137,0.888,4,0.104,-19.22,0,0.0337,85.587,0.0786,Anime
24,0.419,0.535,301613,0.398,0,11,0.115,-7.483,1,0.0278,148.19,0.275,Anime
13,0.0778,0.519,224500,0.949,0.000795,4,0.363,-1.675,1,0.216,187.949,0.65,Anime
25,1.04E-05,0.429,-1,0.985,0.00385,3,0.346,-2.092,0,0.152,89.997,0.423,Anime
21,0.00117,0.4,-1,0.945,0,3,0.311,-4.866,0,0.106,173.975,0.34,Anime
22,0.137,0.41,265093,0.737,0,9,0.161,-4.222,0,0.0442,167.942,0.374,Anime
12,0.9,0.26,-1,0.215,0.853,4,0.692,-14.907,1,0.0346,100.554,0.236,Anime
14,0.00263,0.526,242747,0.953,0.00379,3,0.323,-2.045,0,0.0297,94.611,0.586,Anime
25,0.132,0.518,270187,0.875,0,10,0.081,-4.866,0,0.0711,90.012,0.567,Anime
16,0.991,0.458,297502,0.224,0.892,11,0.17,-19.02,1,0.0596,141.921,0.192,Anime
23,0.191,0.611,164160,0.704,0.919,11,0.11,-10.012,1,0.0407,96.987,0.356,Anime
18,0.003,0.246,317667,0.882,0.845,9,0.367,-2.887,0,0.076,131.558,0.275,Anime
22,0.00251,0.58,261333,0.849,0.0113,11,0.324,-5.592,1,0.0726,92.069,0.658,Anime
27,0.873,0.539,229760,0.193,0,5,0.0931,-10.522,1,0.0317,134.103,0.194,Anime
20,0.00235,0.455,244427,0.534,0,11,0.0814,-5.833,1,0.0293,143.619,0.476,Anime
34,0.0146,0.636,217960,0.948,0,2,0.158,-3.504,1,0.0872,117.983,0.225,Anime
